"","logFC","logCPM","PValue","FDR"
"YBR115C",-0.557016272363079,7.19770248369637,6.54326701790258e-15,4.07971664330133e-14
"YER065C",0.73256989695828,6.86436759227466,6.76919714992251e-15,4.21614100379911e-14
"YDL212W",0.565323686309965,7.62064815537209,6.8958909680404e-15,4.29053489567772e-14
"YIL124W",0.476660187028535,7.87502908896402,7.03767825610068e-15,4.37415359678022e-14
"YJR058C",0.943895869499736,6.30165882316229,7.29610929479532e-15,4.53001875102874e-14
"YLR459W",0.984829252967774,5.92270246855786,7.4047678050051e-15,4.59266363754876e-14
"YLR092W",0.998566344722996,6.29633549750835,7.53279348429397e-15,4.66717686351491e-14
"YMR253C",1.08468578179825,5.6437500535612,7.54693210187177e-15,4.67104573711038e-14
"YIL035C",0.811929101723673,6.58719666369741,7.59460728928402e-15,4.6956417273452e-14
"YJR127C",0.546691841903701,7.65512620324533,7.67189514847218e-15,4.73847636675469e-14
"YBR283C",0.364322420916964,8.49665934541077,7.95788008832415e-15,4.90998712018916e-14
"YDR458C",0.958755105175323,6.0244520903873,8.06190073450796e-15,4.96898610896704e-14
"YHL025W",0.472286184377574,7.84269099611555,8.48499159028308e-15,5.22431792296618e-14
"YDR410C",1.17562681497184,5.43760782355385,8.7546707029112e-15,5.38475951654112e-14
"YKR030W",1.00369752017671,5.74725981911442,8.96188692257398e-15,5.5064885691454e-14
"YGL009C",0.393758231090314,8.69163903605064,9.1463034867057e-15,5.61397071896656e-14
"YNL298W",0.87289491923369,6.27462036646595,9.26938205570051e-15,5.68362006461968e-14
"YGL228W",0.474709775749952,7.75713239150848,9.35702458446709e-15,5.73141971700743e-14
"YPL074W",1.07411247919524,5.96453122718846,9.69694475013053e-15,5.93348728919569e-14
"YGL207W",0.469679235806808,7.83448681503494,1.00535708684071e-14,6.14534905251701e-14
"YFR041C",0.932560325821051,6.20244858231103,1.01126815365603e-14,6.17510182165397e-14
"YFL008W",1.04122738653984,6.1718971550468,1.02114749911358e-14,6.22899974459284e-14
"YLR126C",1.15315560249499,5.42103178366862,1.02246641716316e-14,6.23062182322805e-14
"YBR073W",0.776366613507933,6.85329535788738,1.05100567686299e-14,6.39794299382539e-14
"YMR311C",0.454908844424286,7.96950780699364,1.07539798644915e-14,6.53970183537474e-14
"YHR176W",1.29834096495619,5.14059835905035,1.13549052878748e-14,6.89804667231572e-14
"YML052W",0.558799422665064,7.4093292938748,1.1902540670099e-14,7.22331621999752e-14
"YMR033W",0.878649465906115,6.51114874837873,1.24646001574954e-14,7.55666384548157e-14
"YOR195W",1.32127005119329,5.44275161003288,1.24931442347851e-14,7.56621642141491e-14
"YGR229C",0.554447560708588,7.58019037316934,1.28528961977742e-14,7.77613361985991e-14
"YAL016W",0.482529027551265,7.75816424442973,1.29142014892684e-14,7.80524312686429e-14
"YEL077C",0.754759355265841,6.94300905753814,1.32710363739116e-14,8.01272675759539e-14
"YGL167C",0.451702248828316,8.0057929469001,1.47313672265999e-14,8.88537205706334e-14
"YML004C",0.598094173176885,7.63815241987133,1.48799233943918e-14,8.96583571533772e-14
"YGR050C",1.98497677725063,4.50341105544831,1.58582734923701e-14,9.54561589566163e-14
"YBL078C",1.00587000220632,5.85099853694167,1.6645733327435e-14,1.00094313108163e-13
"YBR279W",0.715020074688958,6.80265181578569,1.82765217728594e-14,1.09789014548233e-13
"YER029C",1.06392471476579,6.14804575720547,1.84872734859219e-14,1.10942390685801e-13
"YDR226W",0.281663864253039,9.23061654673814,1.88012173975473e-14,1.12712060122885e-13
"YNL336W",1.00144039400473,6.10072382525854,1.94924906500715e-14,1.16737922243394e-13
"YOR011W",0.972583619428409,5.82665425790905,2.05787721261826e-14,1.23118902599214e-13
"YPL014W",1.02453831852168,5.94243738699943,2.09026484690633e-14,1.24930273728735e-13
"YDR359C",0.82876707982234,6.445103841238,2.14765414736191e-14,1.282307728551e-13
"YBL052C",1.05353620466952,6.20646997589782,2.15658793756842e-14,1.28634383332584e-13
"YMR201C",1.28845741278633,5.44494036792276,2.18189232454532e-14,1.30012657445465e-13
"YFL009W",0.730170895619319,6.68548101536741,2.19085161693708e-14,1.30415181261737e-13
"YMR304W",0.624425616002317,7.10256951654362,2.37288582830963e-14,1.41109200463398e-13
"YJL013C",1.05089036599357,5.72259577941788,2.47462458313421e-14,1.47011582915714e-13
"YOL145C",0.830043357470844,7.08961294466503,2.57669064296403e-14,1.52921549994164e-13
"YBR039W",0.485241367552815,7.66921947448914,2.58468128727628e-14,1.53242075919978e-13
"YNL212W",0.753070118624719,6.66066235393892,2.70372667660308e-14,1.60139647101706e-13
"YKL188C",1.12116042058995,5.44845119094906,2.72911050951765e-14,1.61481468848159e-13
"YFR013W",0.73596081431953,6.65433647790134,2.74700425034389e-14,1.62377863629219e-13
"YBR035C",0.569535517636271,7.21186800078348,2.75099359013743e-14,1.62451387952527e-13
"YDL225W",0.774311969048981,6.52526714280493,2.76253218083161e-14,1.62970118783456e-13
"YJL146W",0.955684076227305,5.81414216129205,2.89738826867093e-14,1.70755442088903e-13
"YHR063C",0.7870782501804,6.79449305244604,3.08616430790702e-14,1.81699842884436e-13
"YHR132C",0.436509483429557,7.97229708625553,3.13281252748701e-14,1.84262939613724e-13
"YDL240W",1.05682853067418,5.67658709441009,3.17719793179065e-14,1.86687985723985e-13
"YDL084W",0.308515600146971,8.91626995462699,3.20573506279845e-14,1.88177920303358e-13
"YML069W",0.533655817238377,7.95707496895065,3.24829378667077e-14,1.90487158926967e-13
"YEL058W",0.366232833300058,8.45472573759621,3.29332049447174e-14,1.9293640956227e-13
"YKL142W",0.568492527284163,7.45481758396282,3.34925329369886e-14,1.96019107208864e-13
"YNL076W",0.710964414192156,6.69729061433464,3.47754583613852e-14,2.03326469490431e-13
"YMR070W",0.737755043476534,6.98476602611921,3.52050581001015e-14,2.05635072831491e-13
"YDL125C",0.40759076472216,8.24909482383461,3.66888547575119e-14,2.14090684023864e-13
"YER190W",-3.41267819627785,3.1341704973007,3.72664437429003e-14,2.17246844952454e-13
"YDR329C",0.671140120797323,6.91267506436563,4.17135392515875e-14,2.42932098180751e-13
"YBR130C",1.00418050290724,6.17495801826318,4.22032284932838e-14,2.45542284163973e-13
"YAL054C",1.31822872652443,5.8087713584434,4.24345094909864e-14,2.46645375892109e-13
"YPL240C",-0.637464974073544,7.11121136505795,4.37706202829905e-14,2.54161688139798e-13
"YPL009C",0.606871818508908,7.31758993370309,4.4050765451272e-14,2.5553762664233e-13
"YPR027C",0.99077051376683,5.74685803471122,4.42536527389176e-14,2.56463137371376e-13
"YER158C",1.01076659503548,5.64188222350559,4.56201389147085e-14,2.64123641837896e-13
"YNL010W",0.470413189877856,7.6917155216414,4.65297625217729e-14,2.69126690949492e-13
"YPL105C",0.574952499274884,7.5693307692339,4.80068946530297e-14,2.77399214513649e-13
"YKL016C",0.600151694086724,7.0835845412333,4.86068503541253e-14,2.80591935166204e-13
"YDR227W",1.05306747698134,5.59822766608488,4.87525277834177e-14,2.81158583717819e-13
"YNL039W",0.801207001370276,6.57978553456782,4.89080520701487e-14,2.81780860855959e-13
"YHR073W",0.558672333439442,7.53589064631332,4.93092323860543e-14,2.83815883295996e-13
"YDR025W",-0.184962243254497,10.3692264360394,5.01931470022969e-14,2.88622789905336e-13
"YDR128W",0.72803840449087,6.67867278928862,5.05332669285885e-14,2.9016080631842e-13
"YHR110W",0.723294015775404,6.71016697358165,5.05586938168483e-14,2.9016080631842e-13
"YJL200C",-0.851893456479512,5.84650183109605,5.18733791605271e-14,2.97417426834146e-13
"YAR008W",1.34490908104395,5.08597872652323,5.39782996678691e-14,3.09186446403467e-13
"YJL101C",-0.590707982875236,6.89589769606634,5.710973005882e-14,3.26806840191526e-13
"YBR286W",-0.210900462126187,10.1490191820871,5.73548949777364e-14,3.2789267012876e-13
"YKL041W",0.941340681766517,6.0871623410411,5.79426553744499e-14,3.30933100241911e-13
"YCR079W",0.915938700744468,6.78983309982237,5.88587136844069e-14,3.35840895728675e-13
"YBR210W",1.28670175509341,5.07904666849543,6.067825721528e-14,3.45889448885175e-13
"YBR189W",-0.179222138578713,10.3727681216083,6.07601797611333e-14,3.4602308339425e-13
"YMR004W",0.811830034463697,6.4340336571084,6.08626232906797e-14,3.46273213472069e-13
"YOR112W",0.969157617773046,5.91944383505214,6.10816984592995e-14,3.471857922994e-13
"YNL271C",0.49928471373437,7.56266577606057,6.21208067656258e-14,3.52753180069297e-13
"YNL221C",-0.819310458193275,6.19902697525289,6.37970267061679e-14,3.61924263682067e-13
"YPL224C",0.678043000403167,7.1816813581916,6.39513192351734e-14,3.62452065052223e-13
"YDR057W",0.881295935780947,6.1556680699075,6.73764889394129e-14,3.81499220147853e-13
"YKL007W",0.575880906895011,7.39541033536793,7.00495344464449e-14,3.96255349253934e-13
"YLR154C-G",-0.394421704009797,8.04747340235751,7.12947126012632e-14,4.02913862905133e-13
"YMR244W",2.44213140213237,3.86053115822395,7.13730522364887e-14,4.02971708094755e-13
"YOR075W",1.39069345355682,5.22835550820791,7.19390514127821e-14,4.05780140333109e-13
"YJL036W",0.833811493781224,6.52843356707763,7.54211422906771e-14,4.25016094222796e-13
"YDL142C",1.15030685106034,5.32405989422941,7.75094974568467e-14,4.36368883398822e-13
"YOR367W",1.16420751338628,5.37576848645295,8.2266168032251e-14,4.62708095291663e-13
"YBR237W",0.969709465667211,5.95352218193376,8.44114720896654e-14,4.74323533100238e-13
"YDR004W",1.13711221721433,5.5830774502015,9.05302056305607e-14,5.08223175252398e-13
"YDL056W",0.911145777753154,6.0644923308715,9.28742850438447e-14,5.20888288724577e-13
"YDL067C",1.08884673748993,5.80282278506239,9.84543329593182e-14,5.51661257689665e-13
"YLR450W",0.475463149774208,7.69333086041843,9.92889883909459e-14,5.55811678627462e-13
"YJL181W",1.10031941945523,5.40734196955384,9.95813414718856e-14,5.56921358685394e-13
"YLR324W",0.630829563352836,6.99584002839377,1.07873750835376e-13,6.02499822036215e-13
"YAL011W",1.00579889135824,5.6791948316314,1.07934732357341e-13,6.02499822036215e-13
"YGR157W",-0.639195104045988,7.07216921464587,1.09406588905063e-13,6.10140232376302e-13
"YKR069W",0.895690552252631,6.15359598553569,1.11722302523637e-13,6.22467856904296e-13
"YBL011W",0.501464003353284,7.56184675452177,1.126662116943e-13,6.27136382497809e-13
"YPR022C",0.822700195887863,6.20644363698245,1.14912271779354e-13,6.39037511389511e-13
"YPL078C",0.669512331759836,7.65758557085932,1.17086133751211e-13,6.50515167517293e-13
"YOL120C",0.179216180449887,10.8344050931552,1.28300664864348e-13,7.1215293996468e-13
"YDL030W",1.13524524892756,5.36728187197139,1.28538504956109e-13,7.12804436574789e-13
"YGR124W",-0.245844801607456,9.82061163541973,1.34247826041145e-13,7.43768152327206e-13
"YFR010W",0.635742778148657,7.50965938331007,1.44974495830236e-13,8.02025564220977e-13
"YMR042W",1.13574829897725,5.51993388683552,1.45034198701444e-13,8.02025564220977e-13
"YJL166W",0.864860734665448,6.09639277761486,1.46518267050339e-13,8.09475804049352e-13
"YER048C",0.514089279949292,7.59965405557733,1.48425582656247e-13,8.19248295314377e-13
"YHR190W",0.298593151641915,9.09468318148298,1.52138719229549e-13,8.38960672582705e-13
"YFR003C",0.811835648798431,6.3933483869057,1.5874622763976e-13,8.74582336074915e-13
"YPR102C",0.232799724185259,9.8248789149139,1.61316979680137e-13,8.87918668620811e-13
"YML053C",0.970140416032833,6.01873163694103,1.65540517384558e-13,9.10318997550587e-13
"YOL100W",0.74034725321558,6.42485558430044,1.68842741876911e-13,9.27616066560522e-13
"YJR051W",0.667380534688586,6.8617528471888,1.7635571009913e-13,9.67993262204594e-13
"YLR430W",0.576620554821563,7.32219803142834,1.90492550862505e-13,1.04461948420152e-12
"YPR179C",1.32564468130518,5.33593210781963,1.98694636245164e-13,1.08858903950244e-12
"YPR115W",0.505036417915471,7.54957213105111,2.03113138536378e-13,1.11176729021254e-12
"YDR147W",1.11743056970182,5.36754080217674,2.04913350309781e-13,1.12058437503048e-12
"YOR114W",2.08240980937165,4.22065774377993,2.19618926642773e-13,1.19989398794579e-12
"YDR485C",0.894768063039163,6.25121366520399,2.23678975254544e-13,1.22094879758407e-12
"YGR279C",-0.289421100331862,8.94201127791548,2.24721429351046e-13,1.22542638614543e-12
"YOR087W",0.719572548687016,6.60101528009834,2.2491347901875e-13,1.22542638614543e-12
"YGL010W",1.34989439692337,5.18013170118027,2.26447953995229e-13,1.23265183421322e-12
"YLR367W",0.374460576396481,8.32797723361008,2.33439111286872e-13,1.26935781201268e-12
"YMR181C",0.80237679448065,6.37761279777025,2.33620188825724e-13,1.26935781201268e-12
"YNL155W",0.84131627626873,6.80810679284201,2.37773155657194e-13,1.29073739635194e-12
"YOR017W",1.21678567895773,5.36099575621163,2.39154413281484e-13,1.29704552097758e-12
"YBR071W",0.868247603199995,6.18044782859165,2.47067890447457e-13,1.33873691188425e-12
"YPR011C",0.813005650291807,6.16060005527363,2.52061515955167e-13,1.36454527896315e-12
"YCL056C",1.38172564479061,5.07879620566265,2.54059520591531e-13,1.37410437234012e-12
"YBR004C",0.96077995370465,5.94675745049765,2.57772688193714e-13,1.39291415163672e-12
"YLR455W",1.29329646298463,5.02877275168607,2.60130697755256e-13,1.40437348414038e-12
"YDR132C",1.26367846689785,5.06159410533031,2.80528929906094e-13,1.51311730014071e-12
"YIL118W",0.74702622101744,6.89108405717299,2.87390331753409e-13,1.54871456556004e-12
"YPL139C",0.89624666229269,6.11278450354026,2.8883862938328e-13,1.5551029754876e-12
"YGL178W",0.958005106492294,6.04119662740942,2.89783608711929e-13,1.55877237522589e-12
"YPL042C",0.925891485968524,5.88805239385811,2.99735962602137e-13,1.61084258920694e-12
"YHR045W",0.783346623104076,6.39659807147569,3.0870344396804e-13,1.65753019778484e-12
"YPR127W",0.718003653595139,6.48556164593968,3.15142044101563e-13,1.69056706704347e-12
"YNL277W",0.821868199588963,6.19319315937696,3.17491322174121e-13,1.70162695045677e-12
"YLR342W",0.197002218088118,10.0699838162564,3.26876360586874e-13,1.7503415616222e-12
"YBR302C",0.779947335551521,6.55100074287716,3.27249999310575e-13,1.75075790770405e-12
"YDL169C",1.13974987184707,5.35643151011334,3.28157702324043e-13,1.75402811621623e-12
"YML132W",0.779944668631074,6.55100074287716,3.30718249687814e-13,1.76611902834187e-12
"YBR165W",1.15429200069854,5.26952859331534,3.4008214034462e-13,1.81448694717684e-12
"YGL148W",-0.269517850247706,9.10317781070205,3.4088359687044e-13,1.81712454295711e-12
"YCL051W",0.585209973893301,7.35862181280368,3.69238593358475e-13,1.96650293150504e-12
"YNL227C",1.15564861645952,5.75873504025153,3.85462002705121e-13,2.05105995504155e-12
"YOR256C",0.734083271740436,6.70816432934817,3.87030728523435e-13,2.05755689188963e-12
"YLR261C",1.57350880868929,5.02422050781709,3.9312540861399e-13,2.08808172600447e-12
"YER142C",1.03784115632857,5.76029618656275,4.00094384626862e-13,2.12319145635618e-12
"YGR106C",0.40771867819932,8.0040410193391,4.0705342933421e-13,2.15818561054706e-12
"YBR255C-A",1.25706388652741,5.12687250629782,4.10511013640673e-13,2.17456908479128e-12
"YKR072C",-0.480917016082405,7.47763947498308,4.23321155197803e-13,2.24042153426244e-12
"YIR028W",1.77430627757345,4.37787989535401,4.27101661813174e-13,2.25840977028468e-12
"YPL226W",-0.37326510092732,8.12213709322789,4.29243577874467e-13,2.26770915203859e-12
"YDL128W",0.501376367498996,7.5017644955303,4.41753631065122e-13,2.33171831847665e-12
"YOR097C",1.0913590853749,5.3876449015596,4.44649463661259e-13,2.34491165462003e-12
"YDL115C",0.912137413848556,6.03537942811045,4.46218282868195e-13,2.35108956342931e-12
"YGL244W",0.545723646622303,7.33352198388838,4.56109055478648e-13,2.4010651968569e-12
"YIL024C",1.53491204221372,4.70345399578263,4.66955829857942e-13,2.4559801291284e-12
"YDR383C",1.38384633337736,5.09620672253472,4.68123708121339e-13,2.45993603992359e-12
"YGR211W",-0.789769023839133,5.93133482905272,4.80605010869926e-13,2.52328291864894e-12
"YDR068W",0.692726539258243,6.52652309573432,5.15958491073996e-13,2.70649502808939e-12
"YKR095W-A",1.47567419681873,4.7354580243296,5.18929779537179e-13,2.71967006689237e-12
"YHR002W",1.39510311263306,5.2128698865551,5.31298270453639e-13,2.78202820024264e-12
"YJL004C",1.0696696302018,5.45956895185361,5.47766642338152e-13,2.86572521902285e-12
"YDR078C",1.81403966714359,4.41134848609303,5.572050888417e-13,2.91252871967875e-12
"YIL050W",0.740528839608863,6.47602499801244,5.6174766204491e-13,2.9336813030183e-12
"YNL332W",3.09353011335411,3.46746744844438,5.95993660843669e-13,3.10978350195061e-12
"YIR007W",0.849800144856541,6.19971196101036,6.10247149934617e-13,3.18135011996751e-12
"YPR158C-D",-1.71353790672338,6.95576389643518,6.14491300613713e-13,3.20065583250998e-12
"YPR074C",-0.232239785998896,9.48757441137237,6.19068262664881e-13,3.22165955161662e-12
"YKR046C",0.534009033310756,7.59176937304514,6.20900885806211e-13,3.22835724192913e-12
"YDL083C",-0.218247205923208,9.71441041771863,6.24823466072261e-13,3.24590030618926e-12
"YLR105C",0.856621092677953,5.99553070597249,6.42522464081209e-13,3.3349170350601e-12
"YIL006W",1.18090691405901,5.16764202567136,6.43909379425979e-13,3.33918650137031e-12
"YDL132W",0.462083754908599,7.60739310671866,6.48134078395751e-13,3.35815178797518e-12
"YGR113W",1.0424617335875,5.47550489188863,6.49227123013029e-13,3.36087216698871e-12
"YDR122W",0.407607491805842,7.94140753071372,6.74868184360805e-13,3.49055511089413e-12
"YNL005C",0.768479078216593,6.45589797453212,6.99865920805783e-13,3.61668703354395e-12
"YGR180C",-0.32079178867675,8.83715997169776,7.04577559348464e-13,3.63785813147021e-12
"YGR193C",0.593810940067857,7.20297206379254,7.21813331728824e-13,3.72360024746247e-12
"YMR270C",0.922387076484945,5.77144782925729,7.53248311302419e-13,3.87899935420053e-12
"YPR109W",0.918880772339876,5.77748655330884,7.53248311302419e-13,3.87899935420053e-12
"YOR126C",1.18893592971959,5.15747618186937,7.64188445563289e-13,3.93191568034607e-12
"YNL250W",1.05345977804367,5.60978974077186,7.83780313535558e-13,4.02902651367157e-12
"YLL021W",0.58795065400099,7.30087007776516,7.84424293349611e-13,4.02902651367157e-12
"YMR303C",1.14068261588495,5.62956645671695,7.86053817454993e-13,4.03389456884752e-12
"YGR116W",0.440591114372968,7.78147107497539,7.87470323620166e-13,4.03766196261744e-12
"YOR023C",0.671097621629978,6.90829495364294,7.96272203333019e-13,4.07925768581946e-12
"YDR320C-A",1.23599426421346,5.09297077552537,8.31901077201248e-13,4.25809573858113e-12
"YGL162W",-0.91375803151427,5.53327343040338,8.43581857163145e-13,4.31415198689225e-12
"YLR207W",0.603709153918477,6.8617663344755,8.48917380191206e-13,4.33768923885265e-12
"YDR276C",0.320824030267565,8.65100950348593,8.73431488465149e-13,4.45909759900629e-12
"YCL055W",1.08456914521152,5.35629078427137,8.7506660562275e-13,4.46359405643949e-12
"YBL086C",0.636685359051887,6.96549189430916,9.11726531827058e-13,4.64658560621938e-12
"YLR274W",0.811234246813415,6.24852451389989,9.28523940435142e-13,4.72812061579581e-12
"YDR293C",0.316652171162272,9.00844998451799,9.52618803472494e-13,4.8466427000402e-12
"YGR109W-B",0.808339012071195,6.56048235145659,9.68836636220418e-13,4.92491956745379e-12
"YDL127W",1.45633556310205,4.8671264307363,9.80976419816445e-13,4.98234976485313e-12
"YOR008C",0.422382981324184,7.87857132347797,9.84362957345848e-13,4.99526210858952e-12
"YJR050W",1.15334743185894,5.19372557800814,9.86415521428194e-13,5.00138872347097e-12
"YLR448W",-0.390676921384903,8.05785068530863,1.00203365144393e-12,5.07622698252888e-12
"YDL244W",2.66609537446224,3.6588242191971,1.04428333963432e-12,5.28573526143392e-12
"YGR007W",0.603215550808318,7.05749816114436,1.05354146299843e-12,5.32803832184761e-12
"YGR260W",0.337755961970804,8.51136430489298,1.0755497590272e-12,5.43469506760372e-12
"YPR122W",0.848669811512519,6.04143503927685,1.09133274141749e-12,5.50974047010862e-12
"YGL156W",0.800356190745211,6.09135569140246,1.11897528277065e-12,5.64448145622674e-12
"YDR381C-A",1.25386528596875,5.26943674855121,1.13276611131652e-12,5.70917979613277e-12
"YLR191W",1.00464572389765,5.55112859299992,1.15590388656115e-12,5.82083684832539e-12
"YBR156C",1.40883655109743,4.87500544753205,1.16608333499747e-12,5.86710467107143e-12
"YBR150C",0.753888714243758,6.29661885130695,1.18362111531082e-12,5.95028558988454e-12
"YDL065C",0.814746668561343,6.14222177958837,1.20886514167426e-12,6.07203314370681e-12
"YJR068W",0.710428118594475,6.47504876117006,1.21546498901065e-12,6.10000537741817e-12
"YIL107C",0.777215459730902,6.50874995196046,1.22355658143974e-12,6.13497537545926e-12
"YOR349W",1.17690968517139,5.22567270368474,1.22450666189241e-12,6.13497537545926e-12
"YJR089W",1.0268323404403,5.74255348099111,1.22995962501929e-12,6.15708214994853e-12
"YBR257W",1.5185954287143,4.74005593566439,1.24070823774813e-12,6.20563875127275e-12
"YIL088C",0.482687889685317,7.58567535358295,1.3001595116733e-12,6.49750323527948e-12
"YKL192C",0.529620079555673,7.38739315035335,1.31206157582046e-12,6.55145007943432e-12
"YLL055W",1.00440883997635,5.49448870522572,1.34857891684396e-12,6.72811252189352e-12
"YDR374W-A",1.91020394848319,4.31952177720019,1.40066416208669e-12,6.98208074731843e-12
"YKL149C",1.17733577172195,5.18085128349666,1.42929547664763e-12,7.11880583781484e-12
"YJL082W",-0.49736870419881,7.40674404223925,1.44231561737683e-12,7.17761270649177e-12
"YDR524C-B",0.112596166919562,11.6316452910032,1.45836486968998e-12,7.25138229744168e-12
"YBR132C",0.759244143024847,6.35148755340613,1.46969100228531e-12,7.30156310707151e-12
"YDR363W-A",0.738382553032599,6.52020928860954,1.48089046745249e-12,7.35103095295e-12
"YLR082C",1.39702782115301,4.79682896781316,1.49442928062175e-12,7.41201848569898e-12
"YLR220W",0.521959201062889,7.37975400274652,1.5152164462723e-12,7.50882387989381e-12
"YJR054W",1.0805274581908,5.35354318291077,1.52272305180918e-12,7.5397090356108e-12
"YHR198C",1.16734900651624,5.54078964651641,1.52570014482822e-12,7.54813357604395e-12
"YLR154C",1.17934638680206,5.13424447849442,1.56831239565058e-12,7.7524682080739e-12
"YBR221C",0.298194360912938,8.80052326263238,1.57422742134217e-12,7.77521172961737e-12
"YGL014W",0.503029065652769,7.3247203608218,1.58913083669686e-12,7.84227452938723e-12
"YDL058W",0.70042491914051,6.63700330031742,1.69463284955173e-12,8.35595214233135e-12
"YOR044W",1.57549614786543,4.73083803781178,1.69727201240388e-12,8.36199708359181e-12
"YJR086W",1.07450289686919,5.36219602621882,1.71680536715579e-12,8.44500972443964e-12
"YNL305C",0.517333230719181,7.3120351257645,1.71697595039731e-12,8.44500972443964e-12
"YDR210W-A",3.27496239748056,3.63885830599169,1.77370980288061e-12,8.71013505669046e-12
"YLR299W",0.510097962992372,7.33116214374095,1.77382334685009e-12,8.71013505669046e-12
"YLR273C",2.01851200233762,4.49234425632307,1.82326090879051e-12,8.9454683228138e-12
"YHL032C",0.441599314210016,7.76276205329638,1.84902749146166e-12,9.06437089227723e-12
"YMR155W",0.915708358852058,5.72950038799699,1.90748810277394e-12,9.33894918628494e-12
"YBL017C",0.359335773285117,8.2421159534714,1.90819495795479e-12,9.33894918628494e-12
"YDL214C",2.07253161286713,4.30758503607109,1.96796476380514e-12,9.62351033672313e-12
"YGL253W",0.153661155008679,11.4520895574212,2.04658540062064e-12,9.99970752722734e-12
"YEL066W",0.907614848398786,5.76075596041571,2.1181338954647e-12,1.03407576398223e-11
"YGL110C",0.936823723347164,5.95544389781583,2.14513295742794e-12,1.04639338079976e-11
"YKL001C",0.939427445321447,5.67010313294195,2.17081310211154e-12,1.05804786863212e-11
"YDR483W",0.356182799311942,8.36718281407684,2.19353269432309e-12,1.06824139525183e-11
"YDL241W",-1.3282486164386,4.49518481408312,2.19643850097146e-12,1.06877685939541e-11
"YJR121W",0.283153434457144,9.38106523648976,2.21423871429401e-12,1.07655303800145e-11
"YBL060W",1.06550296844217,5.43230301938834,2.25691981985709e-12,1.09640349541005e-11
"YJR116W",0.75586494482009,6.67700242167978,2.27758413630186e-12,1.10553448191125e-11
"YOL053W",0.808805833615524,6.13746457600551,2.32133497370727e-12,1.12584746224803e-11
"YPR105C",0.754709602144275,6.54353309107921,2.37452505788131e-12,1.15070145515837e-11
"YJR144W",0.704167543558289,6.7943121509906,2.45366633044028e-12,1.18808049731711e-11
"YLR262C-A",0.622785538686083,7.17295335286161,2.48041250126227e-12,1.20004912264668e-11
"YOR033C",0.855682582807256,6.16507358753732,2.53189738224924e-12,1.22395725578176e-11
"YDR371W",0.979603493122611,5.57615043159154,2.53807157562118e-12,1.22594036840412e-11
"YOR184W",-0.41044612031879,7.73793261048329,2.59587439055179e-12,1.25283758310725e-11
"YPL050C",0.533157526421478,7.31831905847915,2.79724060505286e-12,1.34892197718808e-11
"YOR368W",1.30599317737054,4.83886515294746,2.80083770692531e-12,1.34955673549487e-11
"YDL213C",0.696454025846094,6.86504073064507,2.87148103035715e-12,1.38208667946759e-11
"YNL078W",0.711369497697002,6.7114979606995,2.87343471921027e-12,1.38208667946759e-11
"YPL248C",0.955662873061512,5.60084146408246,2.875356941735e-12,1.38208667946759e-11
"YLR071C",0.731588987214797,6.45517272879785,2.88713524017052e-12,1.38662168961761e-11
"YER162C",0.706229667876557,6.49251168008492,2.90538075492145e-12,1.39425287322548e-11
"YLR091W",1.10284656268445,5.28805470749647,2.91545300469662e-12,1.39795262794083e-11
"YDL235C",0.991166312634618,5.63706342347854,2.92416175182961e-12,1.40099312433812e-11
"YIL115C",0.612618771946124,7.34427550009098,2.93839822124618e-12,1.40667494135224e-11
"YPR018W",1.01902986461621,5.74886817992683,2.95573210856641e-12,1.41382917432397e-11
"YOL103W-A",1.73133872677711,6.4287950303663,2.9790248086708e-12,1.42381985403111e-11
"YCR017C",0.355154585145093,8.36721239601237,2.98911195312488e-12,1.42748792789668e-11
"YPR023C",0.550555388209647,7.38107354233124,2.99665683435844e-12,1.4299369749112e-11
"YCR069W",0.514723701468882,7.69601908170884,3.00517199123778e-12,1.43284469558049e-11
"YER111C",1.0927384057523,5.60518506278431,3.00846149417517e-12,1.43325818526848e-11
"YLR354C",0.242139523534553,9.33208553965996,3.05139244363479e-12,1.45254135872784e-11
"YMR066W",1.14388444408162,5.23235383967536,3.07117078708558e-12,1.46078115331072e-11
"YOR245C",0.799206591070288,6.14426193142793,3.14576337089685e-12,1.49505878438527e-11
"YPL195W",0.756035910119255,6.53140358057874,3.20416974287313e-12,1.52159489314449e-11
"YLR238W",1.00749680992745,5.55349224351574,3.21906607587247e-12,1.52744298082898e-11
"YHR017W",0.987505223792099,6.05649886375347,3.37247717500601e-12,1.59895412215629e-11
"YER157W",1.13791921114067,5.38156259441781,3.40086533099518e-12,1.61112251108875e-11
"YKL162C",1.84851042277816,4.64324224233283,3.57987458910699e-12,1.69456943549968e-11
"YGR237C",0.598541825209044,7.11355615874295,3.60545924305189e-12,1.70531593454341e-11
"YJL176C",0.711350052659525,6.41976889378948,3.73991663988677e-12,1.76749894234904e-11
"YLR432W",-0.312361887035596,8.52801631962018,3.79860148167423e-12,1.79380087526468e-11
"YPL071C",1.06705896684212,5.33035172082709,3.8628928337187e-12,1.82270629163585e-11
"YCR008W",0.596701669032422,6.95794328533217,3.93208407691967e-12,1.85387581538914e-11
"YLR286C",-0.172724469702973,10.2687862032448,3.99537745958385e-12,1.88221723155714e-11
"YPR081C",0.911317225273797,5.87600814245376,4.08376561015019e-12,1.92232626215264e-11
